"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length"
2169,2018,"CA","USF","LNF","WHALEBACK","00003951","2018/08/05 00:00:00+00","2018/08/06 00:00:00+00",14,7,1,18701.9,"","","{759B9749-822D-433D-8A84-9774BC8297E2}","","",2010,131529873.679688,64113.0957824121
2174,2018,"CA","BLM","NOD","EAGLE","00003575","2018/07/14 00:00:00+00","2018/08/06 00:00:00+00",2,7,1,2097.884,"","","{6A82A369-AF9E-4957-B573-6C152ED6027A}","","",2010,15040918.046875,18179.7783321201
2182,2018,"CA","NPS","KNP","EDEN","","2018/10/04 00:00:00+00","2018/12/04 00:00:00+00",1,5,1,1777.595,"Eden 2018CAKNP-16","","","","",2010,11128713.9414062,15865.3825163966
2194,2018,"CA","CDF","LNU","PAWNEE","00009002","2018/06/23 00:00:00+00","2018/07/05 00:00:00+00",9,2,1,15196.92,"","","{CFA7F870-9BBE-4AEC-AFCA-3C955F5356CE}","","",2010,102191529.800781,148744.005784821
2212,2018,"CA","BIA","HIA","MILL CREEK 1","00000115","2018/09/05 00:00:00+00","2018/09/06 00:00:00+00",14,3,1,3676.683,"","","{5F8BACA0-ADAD-4220-94E5-458640216A43}","","",2010,26257966.3359375,38261.8552636205
2214,2018,"CA","CCO","LAC","WOOLSEY","00338981","2018/11/08 00:00:00+00","2018/11/20 00:00:00+00",11,7,1,89551.38,"VNC INC# 00091023    18-0091023 VNC end date 1/4/2019","","{B13D8C7F-2B0B-4BA5-960C-CC4767139B06}","","",2010,530077573.371094,657758.046565514
2237,2017,"CA","CDF","TUU","ROADRUNNER","00000441","2017/07/30 00:00:00+00","2017/08/01 00:00:00+00",7,1,1,2284.596,"","","{946BB763-3BC6-4BD1-AA8B-E87AFCD08E5E}","","",2010,14160895.7929688,25151.3723031783
2268,2017,"CA","CDF","SLU","ALAMO","00007624","2017/07/06 00:00:00+00","2017/07/20 00:00:00+00",10,2,1,28834.17,"","","{08D1626D-4EBA-47C0-ABBE-878DE60CA985}","","",2010,174173285.40625,117396.899748312
2269,2017,"CA","CDF","SLU","HILL","00007101","2017/06/26 00:00:00+00","2017/06/30 00:00:00+00",10,1,1,1645.591,"","","{6173D340-9000-46A7-AFC1-037AC8D622C7}","","",2010,10046595.1289062,21464.2463392136
2343,2017,"CA","CDF","RRU","PALMER","00108660","2017/09/02 00:00:00+00","2017/09/06 00:00:00+00",9,2,1,3872.152,"","","{B7BEE8F5-95EA-4797-A23C-6D09942A9DC8}","","",2010,22852173.4335938,29060.8245904089
2364,2017,"CA","CCO","ORC","CANYON I","17105068","2017/09/25 00:00:00+00","2017/10/01 00:00:00+00",9,7,1,2661.415,"","","{61623DEF-3943-4185-8E8E-F7DFF24FEAD3}","","",2010,15659865.921875,37891.5495399627
2365,2017,"CA","CCO","ORC","CANYON II","17110494","2017/10/09 00:00:00+00","2017/10/17 00:00:00+00",5,7,1,9198.028,"","","{8DD9B655-367A-4446-A544-5409A3034132}","","",2010,54071908.875,56494.6997950555
2403,2017,"CA","CDF","MVU","LILAC","00024612","2017/12/07 00:00:00+00","2017/12/24 00:00:00+00",14,1,1,4080.615," ","","{8822D5B4-E265-4FD2-A2BD-88E4AC044B93}","","",2010,23702125.8242188,44578.6858947908
2406,2017,"CA","CDF","MVU","GATE","00012098","2017/05/20 00:00:00+00","2017/05/23 00:00:00+00",9,1,1,1912.906,"SHOOTING, BLM INC # 7605","","{3F75F361-41D0-4A16-A4A5-4B789EA7DE8A}","","",2010,10951424.0625,15977.9328837627
2413,2017,"CA","CDF","MMU","OAKWOOD","00011650","2017/06/10 00:00:00+00","2017/06/13 00:00:00+00",9,1,1,1428.533,"","","{B3663C26-B62D-4F42-BF19-5EF72A7162A6}","","",2010,9098661.44921875,27781.0100402335
2415,2017,"CA","CDF","MMU","DETWILER","00014474","2017/07/16 00:00:00+00","2017/08/31 00:00:00+00",9,1,1,81826.27," ","","{DAEE9426-6AB2-4B81-A275-87E37F44984E}","","",2010,528043838.324219,243283.93181662
2417,2017,"CA","CDF","MMU","WRIGHT","00009464","2017/05/12 00:00:00+00","2017/05/13 00:00:00+00",14,1,1,1730.466,"","","{58323086-3E9E-4EED-8E85-6BA6E170C7B8}","","",2010,10991215.1523438,17355.1735740535
2435,2017,"CA","CDF","LNU","WINTER","00006262","2017/07/06 00:00:00+00","2017/07/12 00:00:00+00",10,2,1,2366.235,"","","{7485E457-FDA2-42C0-9B1D-BB414BB6A36D}","","",2010,15669888.6835938,20397.5934237053
2444,2017,"CA","CDF","LNU","NUNS","00010049","2017/10/08 00:00:00+00","2017/10/31 00:00:00+00",14,3,1,55798.19,"Nuns,Partrick, Adobe, Norrbom and Pressley merged into Nuns ","SOUTHERN LNU COMPLEX","","","",2010,368001231.152344,305483.095957225
2447,2017,"CA","CDF","LNU","TUBBS","00010045","2017/10/08 00:00:00+00","2017/11/01 00:00:00+00",14,3,1,36701.98,"","CENTRAL LNU COMPLEX","{2C61FF85-6DAA-4958-AB36-7D84DDBDA971}","","",2010,243263473.980469,167697.410771926
2448,2017,"CA","CDF","LNU","POCKET","00010057","2017/10/08 00:00:00+00","2017/11/01 00:00:00+00",14,3,1,17359.33,"","CENTRAL LNU COMPLEX","{76684AA7-F35B-4475-AB88-5680B8448865}","","",2010,115747128.898438,143951.044920168
2449,2017,"CA","CDF","LNU","ATLAS","00010105","2017/10/08 00:00:00+00","2017/11/01 00:00:00+00",14,3,1,51624.66,"","SOUTHERN LNU COMPLEX","{3B9A40DB-C6B6-415D-9746-A277C562972C}","","",2010,340432031.839844,217876.451020478
2450,2017,"CA","CDF","LNU","SULPHER","00010055","2017/10/09 00:00:00+00","2017/10/25 00:00:00+00",14,3,1,2206.23,"","MENDOCINO LAKE COMPLEX","{CF0442AA-9C51-4394-A8AA-60E44C18B6C8}","","",2010,14801308.0273438,34296.0561926603
2489,2017,"CA","CCO","LAC","CREEK","00362189","2017/12/05 00:00:00+00","2017/12/05 00:00:00+00",14,7,1,15619.15,"","","{CC315B2A-9E5B-4333-9FD0-0EAFC15019AD}","","",2010,92857036.046875,71990.6476738906
2490,2017,"CA","CCO","LAC","RYE","00362441","2017/12/05 00:00:00+00","2017/12/13 00:00:00+00",14,7,1,6047.719,"","","{1FFA91E8-2BA0-4095-9769-B18A5C655101}","","",2010,36056780.6015625,43088.9726766245
2494,2017,"CA","CCO","KRN","HAWK","01726219","2017/07/07 00:00:00+00","2017/07/07 00:00:00+00",2,1,1,2940.496," ","","{87565E95-014C-40D0-A174-BCDEE1ACEE1D}","","",2010,18125461.40625,27073.4020093669
2525,2017,"CA","BLM","NOD","R-4 PARSNIP","00005180","2017/08/30 00:00:00+00","2017/09/15 00:00:00+00",1,7,1,18601.98,"","","","","",2010,131169145.175781,94536.6430737666
2531,2017,"CA","BLM","NOD","LONG VALLEY","00030366","2017/07/11 00:00:00+00","2017/07/27 00:00:00+00",10,7,1,83581.41,"","","{68535303-069F-40FD-980F-FB66F9C87B4F}","","",2010,577257450.113281,254095.86251428
2541,2017,"CA","BLM","NOD","MUD","00005152","2017/08/29 00:00:00+00","2017/09/11 00:00:00+00",1,7,1,6036.065,"","","{A5311EC3-225E-4EB8-A9AB-8419AE8459E3}","","",2010,42209652.6835938,30699.5418986304
2561,2017,"CA","BLM","CND","SLINKARD","00001478","2017/08/29 00:00:00+00","2017/09/21 00:00:00+00",1,7,1,8923.495,"<Null>","","","","",2010,59312745.7695312,44057.80643394
2568,2017,"CA","CDF","RRU","MANZANITA","00078840","2017/06/26 00:00:00+00","2017/06/30 00:00:00+00",10,3,1,6303.659," ","","{3FB8D05F-D2F4-410C-811C-0BB1DDB0F197}","","",2010,37095308.3320312,33443.4784674953
2576,2017,"CA","CDF","FKU","GARZA","00009755","2017/07/09 00:00:00+00","2017/07/25 00:00:00+00",10,2,1,48886.66,"blank","","{D46ECA27-B341-4764-BF58-2A8F43A7802B}","","",2010,302589005.386719,115590.24285574
2577,2017,"CA","CDF","FKU","JAYNE","00005281","2017/04/20 00:00:00+00","2017/04/21 00:00:00+00",2,1,1,4533.284,"","","","","",2010,28128042.5390625,27529.7620397172
2579,2017,"CA","CDF","FKU","PARK","00010248","2017/07/17 00:00:00+00","2017/07/19 00:00:00+00",2,2,1,1648.704,"blank","","{CB79ECA4-2FBA-46CB-A5B5-AF1EE6AE5292}","","",2010,10220831.6601562,19261.2850468537
2582,2017,"CA","CDF","FKU","ELM","00006727","2017/05/18 00:00:00+00","2017/05/23 00:00:00+00",2,1,1,11146.75,"","","{DCA885EE-24DB-4A66-9C51-CE5FD3F8ABA5}","","",2010,69188488.015625,46144.8660289752
2583,2017,"CA","CDF","FKU","DERRICK","00009289","2017/07/02 00:00:00+00","2017/07/05 00:00:00+00",14,1,1,1561.663,"","","{BC12DAD9-C86B-4350-B121-E07B4472A535}","","",2010,9726889.9140625,15730.6983338153
2591,2017,"CA","USF","SHF","FORK","00001555","2017/08/07 00:00:00+00","2017/11/15 00:00:00+00",1,8,1,3372.92,"CONT_DATE based on FIRESTAT Fire Out Date/Time","","{B8F2EA6F-8118-4322-8D01-693F8CE892E5}","","",2010,23874522.765625,45331.3975816898
2592,2017,"CA","USF","SHF","HELENA","00001770","2017/08/30 00:00:00+00","2017/11/14 00:00:00+00",9,3,1,18493.71,"Unified Command with Cal-Fire/USFS","","{2D238E43-138E-44EA-B48B-385790EFAC9E}","","",2010,130623106.15625,115013.182628482
2593,2017,"CA","USF","TNF","CHILCOOT","00000992","2017/08/06 00:00:00+00","2017/08/07 00:00:00+00",1,1,1,1019.992,"","","{16C02EBC-C9C1-4895-8625-A901E0D14108}","","",2010,6997161.0546875,16326.9956502574
2596,2017,"CA","USF","STF","MCCORMICK","00002263","2017/08/18 00:00:00+00","2017/11/16 00:00:00+00",1,1,1,4423.208,"CONTDATE from Firestat fire info","SUMMIT COMPLEX","{991F6E22-0E9B-483B-92A1-9C6B335AA61D}","","",2010,29172320.8984375,46312.0539788491
2597,2017,"CA","USF","STF","CREEK ","00002590","2017/09/03 00:00:00+00","2017/09/12 00:00:00+00",1,1,1,1747.87,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{5DBB73B3-EACD-42D0-9676-3AA95C2EFBA4}","","",2010,11446557.1015625,33589.386446607
2605,2017,"CA","USF","SRF","BURNEY","00000752","2017/07/26 00:00:00+00","2017/10/16 00:00:00+00",1,8,1,1643.643,"","ORLEANS COMPLEX","{D69B2FD8-CBF1-4D85-AAAD-D4A3112D5CAF}","","",2010,11884224.1132812,24179.2650030909
2606,2017,"CA","USF","SRF","DUTCHMAN","00000874","2017/08/07 00:00:00+00","2017/08/12 00:00:00+00",1,8,1,1522.747,"","RUTH COMPLEX","{652DF30D-9DC9-4A28-805E-0E604808D2EB}","","",2010,10572245.7734375,18367.0863854013
2609,2017,"CA","USF","SRF","HAYPRESS","00000914","2017/08/10 00:00:00+00","2017/10/16 00:00:00+00",1,8,1,21317.93,"","ORLEANS COMPLEX","{B77A0B17-2DAB-4C46-8845-CD6CB8873A25}","","",2010,153769708.5625,120160.213658446
2614,2017,"CA","USF","SRF","UKONOM","00000728","2017/07/25 00:00:00+00","2017/10/15 00:00:00+00",1,8,1,4240.974,"","ORLEANS COMPLEX","{B638D0BB-7B0A-4FA0-AFA7-818618A105F6}","","",2010,30705959.0390625,44412.7553260517
2615,2017,"CA","USF","SRF","WILLIE","00000877","2017/08/07 00:00:00+00","2017/08/22 00:00:00+00",1,8,1,3140.1,"","RUTH COMPLEX","{2D5AF4B7-D5A1-4BF6-ADC5-79D574091A8C}","","",2010,21756762.9804688,32624.5701874187
2617,2017,"CA","USF","SQF","SCHAEFFER","00001317","2017/06/24 00:00:00+00","2017/11/15 00:00:00+00",1,6,1,15833.21,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{3AF7DC31-EC39-4B35-A694-9ECC027A5D1C}","","",2010,98333942.734375,111481.627255311
2618,2017,"CA","USF","SQF","PIER","00002385","2017/08/29 00:00:00+00","2017/08/30 00:00:00+00",7,6,1,36619.43,"","","{34C1BA5F-65D8-4BA8-9A44-BC930B668F5A}","","",2010,227595620.359375,112701.652011003
2619,2017,"CA","USF","SQF","CALDWELL","00002435","2017/09/01 00:00:00+00","2017/10/23 00:00:00+00",1,6,1,1321.26,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{19EEA544-2FCA-4D65-AA71-3612BEF4C529}","","",2010,8138715.80859375,16470.4091949603
2620,2017,"CA","USF","SQF","LION","00002753","2017/09/25 00:00:00+00","2017/11/02 00:00:00+00",1,6,1,18913.58,"","","{50FA1033-C653-479F-8661-4647D0B25CB8}","","",2010,117993626.59375,76518.4487986938
2621,2017,"CA","USF","SQF","HIGHWAY","00001223","2017/06/18 00:00:00+00","2017/09/26 00:00:00+00",9,6,1,1522.259,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{FFB2F550-7748-45D7-B475-B7C1D9E45BD1}","","",2010,9334370.34765625,18553.7632651952
2622,2017,"CA","USF","SQF","GARDEN","00001989","2017/07/30 00:00:00+00","2017/11/04 00:00:00+00",2,6,1,1282.467,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{3D1C4E09-C809-4D05-BD5C-5D67ABC33449}","","",2010,7851996.44140625,18261.778991613
2630,2017,"CA","USF","SNF","RAILROAD","00001743","2017/08/29 00:00:00+00","2017/11/18 00:00:00+00",9,3,1,12371.15,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{96109006-69CF-4AF3-A8C1-D1981CE1FCCA}","","",2010,79569406.984375,108952.966461821
2635,2017,"CA","USF","SHF","BUCK","00001850","2017/09/12 00:00:00+00","2017/10/30 00:00:00+00",1,8,1,13357.28,"Initial Attack I.C. was Adam Zaharris. Two small *","","{015BAE3A-C3C9-489B-9AD6-8A8E6036BEEA}","","",2010,92794431.8710938,68184.3437889424
2646,2017,"CA","USF","PNF","MINERVA 5","00001043","2017/07/29 00:00:00+00","2017/08/16 00:00:00+00",7,6,1,4339.355,"","","{1BCC4922-E991-40AC-82E2-D153606CADB2}","","",2010,29874966.3203125,32011.5244609385
2652,2017,"CA","USF","LPF","WHITTIER","00001770","2017/07/08 00:00:00+00","2017/12/21 00:00:00+00",9,1,1,18412.4,"CONT_DATE based on Inciweb","","","","",2010,110052443.417969,76132.4528731413
2655,2017,"CA","USF","VNC","THOMAS","00003583","2017/12/04 00:00:00+00","2018/01/12 00:00:00+00",9,7,1,281790.9,"CONT_DATE based on Inciweb","","","","",2010,1681105894.66797,540531.887458039
2657,2017,"CA","USF","KNF","CEDAR","00005915","2017/08/08 00:00:00+00","2017/09/29 00:00:00+00",1,3,1,9129.377,"CONT_DATE from Klamath Forest Alliance. Merged with Four Mile fire.","ECLIPSE COMPLEX","{B0454630-3F69-457A-BCE1-F81DB1D60F10}","","",2010,66826182.9765625,108875.126942222
2663,2017,"CA","USF","KNF","ISLAND","00004540","2017/06/26 00:00:00+00","2017/09/01 00:00:00+00",1,3,1,1594.034,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","SALMON AUGUST COMPLEX","{A3413A05-FB2E-418D-8D13-5667BFE92A68}","","",2010,11485192.8085938,27657.5356681759
2666,2017,"CA","USF","KNF","OAK","00006016","2017/08/11 00:00:00+00","2017/09/29 00:00:00+00",1,3,1,91125.33,"CONT_DATE from Klamath Forest Alliance.  Merged with Young & Clear fires.","ECLIPSE COMPLEX","{E9199515-41A1-4AED-8179-D7D181FA7395}","","",2010,662759651.042969,470305.295948125
2667,2017,"CA","USF","KNF","WALLOW","00006029","2017/08/11 00:00:00+00","2017/11/13 00:00:00+00",1,3,1,63785.07,"CONT_DATE est from other Salmon-August fires","SALMON AUGUST COMPLEX","{612DB154-FE35-40B6-BD45-F705611FAEE6}","","",2010,459363738.898438,302323.992355088
2683,2017,"CA","USF","BDF","HOLCOMB","00009443","2017/06/19 00:00:00+00","2017/07/09 00:00:00+00",9,1,1,1505.491,"CONT_DATE  based on FIRESTAT Fire Out Date/Time","","{C213079A-E6D7-4E4D-99DE-A12F8B86B77C}","","",2010,8952562.77734375,21606.7666597276
2704,2017,"CA","USF","MDF","RIMROCK","00000656","2017/07/24 00:00:00+00","2017/11/29 00:00:00+00",1,1,1,1492.398,"<Null>","MODOC JULY COMPLEX","{36975910-0AEF-42CE-966F-6689FF9911F8}","","",2010,10930413.0195312,26000.8450687166
2706,2017,"CA","USF","MDF","COVE","00000722","2017/07/25 00:00:00+00","2017/09/06 00:00:00+00",1,3,1,30890.86,"<Null>","","{3C266349-EE7D-4DD0-9399-EDAB732BD09A}","","",2010,221557152.65625,85246.3692302943
2708,2017,"CA","USF","MDF","STEELE","00000776","2017/07/26 00:00:00+00","2017/08/13 00:00:00+00",1,3,1,45704.01,"<Null>","","{689EFA25-1FA1-40B2-B841-FC00EBF24272}","","",2010,333949956.417969,210887.602572587
2726,2017,"CA","USF","INF","INDIAN","00001264","2017/08/03 00:00:00+00","2017/08/31 00:00:00+00",1,8,1,2294.247,"Lightning fire allowed to burn to natural barrier*","","{D10D6A3B-24F3-4A3D-A635-3F9029A1E766}","","",2010,14304039.5625,26194.5474866247
2730,2017,"CA","CDF","BTU","CHEROKEE","00015933","2017/10/08 00:00:00+00","2017/11/05 00:00:00+00",11,1,1,8415.803,"","","{A6C0D694-3E3E-433D-9274-DD6511E70397}","","",2010,57418682.671875,56006.6256092232
2731,2017,"CA","CDF","BTU","PONDEROSA","00013737","2017/08/29 00:00:00+00","2017/10/28 00:00:00+00",7,1,1,4015.732,"USFS INC #00001390","","{6B7515CE-ABB4-4DB4-B334-EBA512C54182}","","",2010,27386899.2773438,32266.2749549713
2732,2017,"CA","CDF","BTU","WALL","00010975","2017/07/07 00:00:00+00","2017/08/03 00:00:00+00",2,1,1,6028.49,"","","{BE2B8B04-76CA-47CC-AE3F-EE19D3C6BEC5}","","",2010,40992989.8476562,49937.6101350892
2748,2017,"CA","CDF","BEU","PARKFIELD","00003551","2017/07/08 00:00:00+00","2017/07/08 00:00:00+00",11,2,1,1821.772,"","","","","",2010,11224981.1640625,14829.0336384269
2761,2017,"CA","CDF","AEU","LATROBE","00021652","2017/07/26 00:00:00+00","2017/07/26 00:00:00+00",5,1,1,1268.11," ","","{40F38CA9-CE73-4CA9-95F7-A4B4578710F4}","","",2010,8397879.67578125,18568.1612741335
2768,2017,"CA","CDF","NEU","CASCADE","00026269","2017/10/08 00:00:00+00","2017/10/26 00:00:00+00",14,7,1,16140.8,"Merged with LaPorte","WIND COMPLEX","{EDF386DD-AC40-47A0-95F1-7D9A37B48849}","","",2010,109404876.894531,126853.614804535
2776,2017,"CA","NPS","YNP","EMPIRE","00000084","2017/07/31 00:00:00+00","2017/11/27 00:00:00+00",1,7,1,8577.552,"","","{4F1A7A4C-7B03-432A-8110-C1F80B375196}","84","",2010,55463909.9414062,156091.427983048
2809,2017,"CA","CCO","LDF","LA TUNA","00000965","2017/09/01 00:00:00+00","2017/09/08 00:00:00+00",14,8,1,7051.351,"5 residential structures, 5 outbuildings lost","","","","",2010,41848445.265625,39362.4635113843
2810,2017,"CA","USF","MDF","PARKER2 ","00000862","2017/08/03 00:00:00+00","2017/08/15 00:00:00+00",1,3,1,7693.319,"","","{9DEC180B-7F52-4A56-8559-307844FED367}","","",2010,55487039.4335938,154167.754522116
2811,2017,"CA","NPS","YNP","SOUTH FORK","00000108","2017/08/13 00:00:00+00","2017/11/03 00:00:00+00",1,8,1,7560.077,"no new growth past 10/11","","{16DBB6FA-1D4C-4FED-9DF6-D08875DF84DD}","","",2010,48763696.6640625,109839.559860642
2812,2017,"CA","CDF","LNU","REDWOOD VALLEY","00012172","2017/10/08 00:00:00+00","2017/10/25 00:00:00+00",14,8,1,36522.95,"","MENDOCINO LAKE COMPLEX","","","",2010,247373450.597656,138169.276738241
2813,2017,"CA","USF","RRS","ABNEY","00000568","2017/08/10 00:00:00+00","2018/01/09 00:00:00+00",1,8,1,32893.26,"","MILLER COMPLEX","","","",2010,240885915.570312,174124.472395045
2820,2017,"CA","CDF","LNU","37","00002957","2017/10/09 00:00:00+00","2017/10/16 00:00:00+00",11,4,1,1613.219,"LFB8.  DIGITIZED FROM DIGITALGLOBE (MAXAR) IMAGERY.","","{F570C977-2D96-4BB0-A146-52D1A32FA87D}","","",2010,10574590.0585938,46336.0509447769
2823,2017,"CA","CCO","KRN","HUDSON","00027936","2017/07/18 00:00:00+00","2017/07/18 00:00:00+00",14,4,1,1175.391,"K506.","","{5E0922CD-59F0-40AE-B38B-96C556E09B21}","","",2010,7096378.4609375,13992.2747564857
2826,2017,"CA","USF","MDF","LAKE","00000794","2017/07/27 00:00:00+00","2017/08/30 00:00:00+00",1,4,1,4665.485,"","Modoc July Complex (K7YC)","{59B6A762-648C-4A2B-A4EB-0CD056D2308A}","","",2010,34001990.9609375,50390.5345973264
2834,2016,"CA","NPS","YNP","LAKES","000041","2016/06/26 00:00:00+00","2016/12/02 00:00:00+00",1,8,1,1000.718,"700939","","{B15C512D-B2B0-4DB9-BBB1-7A316B34D1F0}","","",2010,6462430.20703125,20744.8032578766
2851,2016,"CA","CDF","MVU","BORDER 3","014498","2016/06/19 00:00:00+00","2016/07/07 00:00:00+00",14,3,1,7606.026,"USFS inc #0001647","","{93B700E2-CFBD-484C-9DEE-8CBE72511E4B}","","",2010,43496574.9335938,60505.4250899381
2857,2016,"CA","DOD","AFV","CANYON","","","2016/09/28 00:00:00+00",14,8,1,12713.62,"2016-CAAFV-003151 geomac","","","","",2010,76109524.9296875,51201.0695881249
2859,2016,"CA","DOD","MCP","ROBLAR","","","2016/07/25 00:00:00+00",14,8,1,1244.5,"2016-CAMCP-002125 geomac","","","","",2010,7245430.7109375,19887.465418063
2886,2016,"CA","CCO","KRN","DEER","","2016/07/01 00:00:00+00","2016/07/04 00:00:00+00",14,1,1,1563.429,"INC #1624109","","","","",2010,9502161.9140625,21834.5779619854
2930,2016,"CA","CDF","LNU","SAWMILL","009129","2016/09/25 00:00:00+00","2016/09/28 00:00:00+00",14,3,1,1546.701,"","","{8FDEF194-6EEA-4566-BC0F-90997D6F56E4}","","",2010,10324867.765625,17907.935514283
2932,2016,"CA","CDF","LNU","COLD","007135","2016/08/02 00:00:00+00","2016/08/09 00:00:00+00",14,3,1,5730.075,"","","{281EFB30-AF69-4815-8625-7625CFF0AA42}","","",2010,37952065.421875,43778.6274942158
2933,2016,"CA","CDF","LNU","CLAYTON","007582","2016/08/13 00:00:00+00","2016/08/16 00:00:00+00",7,3,1,3928.03,"","","{6C6371BD-49A5-4D69-A2E0-E6E8445B6F18}","","",2010,26293028.046875,43682.7037080469
2945,2016,"CA","CDF","SLU","CHIMNEY","00008948","2016/08/13 00:00:00+00","2016/09/09 00:00:00+00",10,1,1,46233.92,"","","{AA6E1B45-641E-4389-BB11-6F822A266A8B}","","",2010,284621239.792969,135850.097552518
2965,2016,"CA","CDF","FKU","CURRY","009100","2016/07/01 00:00:00+00","2016/07/04 00:00:00+00",14,2,1,2820.48,"","","{E44C7456-FAFB-4804-BB6B-C92843A08EA3}","","",2010,17514943.296875,21380.2428747696
2968,2016,"CA","CDF","FKU","GOOSE","010852","2016/07/30 00:00:00+00","2016/08/09 00:00:00+00",7,2,1,2241.011,"","","{E5E67477-9C91-4E8B-B304-69C9FF2F2B67}","","",2010,14250387.109375,24251.4266233123
2969,2016,"CA","CDF","FKU","MINERAL","011358","2016/08/08 00:00:00+00","2016/08/19 00:00:00+00",7,1,1,6790.293,"","","{093651CD-DEF5-4BF9-B724-EE81EFF38F60}","","",2010,42224837.140625,40816.0311054745
2975,2016,"CA","CDF","BEU","METZ","002369","2016/05/22 00:00:00+00","2016/05/25 00:00:00+00",5,2,1,3856.602,"","","{36D4951B-9D18-4D96-A49A-AAD8578AD12C}","","",2010,24131884.4648438,27649.4575936045
2984,2016,"CA","CDF","BEU","SOBERANES","003422","2016/07/22 00:00:00+00","2016/10/13 00:00:00+00",4,1,1,132104.3,"","","{EB4671D6-4D4D-431A-A6A7-0B2C1A7FDF8A}","","",2010,825293496.640625,470055.234817381
3045,2016,"CA","CDF","LMU","WILLARD","004695","2016/09/11 00:00:00+00","2016/11/28 00:00:00+00",14,3,1,2573.955,"blank","","{0517B37F-F8E9-4260-ABB2-308BC2FA6A8A}","","",2010,17967956.7148438,35924.5188834425
3048,2016,"CA","BLM","CND","CHIMNEY","00001134","2016/06/01 00:00:00+00","2016/06/10 00:00:00+00",9,2,1,1323.627," ","","{EC9B6C32-6381-48C9-88E5-2223DD4A2D07}","","",2010,8171931.3359375,19262.4069215144
3051,2016,"CA","BLM","CND","ERSKINE","001415","2016/06/23 00:00:00+00","2016/06/30 00:00:00+00",14,2,1,48008.35,"Kern Co. # 1622831","","{196A02EC-DCC8-426E-BEF3-ED0B356D01D5}","","",2010,294304306.734375,186583.036955349
3060,2016,"CA","BLM","CND","SODA","001171","2016/06/04 00:00:00+00","2016/06/04 00:00:00+00",14,2,1,2000.119,"","","{B3C537F6-6EEA-4107-9F29-94FDC645710A}","","",2010,12098449.0117188,23909.5541967121
3068,2016,"CA","CDF","RRU","BOGART","105125","2016/08/30 00:00:00+00","2016/09/02 00:00:00+00",14,2,1,1458.703,"","","{5537B4D8-8F03-4ED4-82DE-7E59FBEA26FA}","","",2010,8607548.0859375,14040.610763358
3073,2016,"CA","CDF","MMU","DINOSAUR","012363","2016/06/25 00:00:00+00","2016/06/26 00:00:00+00",10,1,1,1246.319,"","","","","",2010,7938765.7890625,15288.8837261382
3076,2016,"CA","USF","INF","CLARK","001415","2016/08/04 00:00:00+00","2017/01/06 00:00:00+00",1,4,1,2816.422,"FIRESTAT C_Meth 03 GPS Different Corrected Data","","{E1C61558-FFA3-4BA1-8CE2-455465FC2A07}","","",2010,18285528.2265625,27198.1462360162
3082,2016,"CA","USF","BDF","PILOT","010205","2016/08/07 00:00:00+00","",10,4,1,8110.855,"FIRESTSAT C_Meth 02 GPS Uncorrected Data","","{B2366D35-C826-41AA-8147-8609415A871F}","","",2010,48226403.453125,52377.6092899961
3083,2016,"CA","USF","BDF","BLUE CUT","010468","2016/08/16 00:00:00+00","2016/08/26 00:00:00+00",9,4,1,36266.7,"FIRESTSAT C_Meth 02 GPS Uncorrected Data","","{4D18BC2E-E28E-429F-BF7F-41574D1D5C63}","","",2010,215722539.183594,157079.38433576
3084,2016,"CA","USF","SQF","JACOBSON","003384","2016/10/20 00:00:00+00","2016/10/21 00:00:00+00",9,3,1,1704.502,"","","{E06EDD7A-DCE1-460C-B4F1-4C195F1BC202}","","",2010,10623342.8867188,21379.8541160939
3086,2016,"CA","USF","ENF","TRAILHEAD","015200","2016/06/28 00:00:00+00","2016/11/08 00:00:00+00",9,3,1,5644.68,"SuprStratAttainDate unreported Fire Out Date used ","","","","",2010,37835129.4648438,38559.9988475502
3089,2016,"CA","USF","INF","OWENS RIVER","001763","2016/09/17 00:00:00+00","2016/11/18 00:00:00+00",9,4,1,5457.981,"FIRESTAT C_Meth 03 GPS Different Corrected Data","","{201AE32E-1316-43EE-AD67-D3D628032F74}","","",2010,35401553.859375,61696.1111070684
3094,2016,"CA","USF","SQF","CEDAR","002595","2016/08/16 00:00:00+00","2016/08/16 00:00:00+00",9,3,1,29100.56," ","","{59E7B803-DE13-4D24-942A-280E60B96089}","","",2010,179369477.839844,127541.842595793
